2025-01-31 16:18:55,149 INFO    StreamThr :16103 [internal.py:wandb_internal():86] W&B internal server running at pid: 16103, started at: 2025-01-31 16:18:55.149177
2025-01-31 16:18:55,151 DEBUG   HandlerThread:16103 [handler.py:handle_request():144] handle_request: status
2025-01-31 16:18:55,236 INFO    WriterThread:16103 [datastore.py:open_for_write():85] open: /home/ant/ssrl/ssrl/outputs/2025-01-31/16-18-52/wandb/run-20250131_161855-jy0immda/run-jy0immda.wandb
2025-01-31 16:18:55,237 DEBUG   SenderThread:16103 [sender.py:send():369] send: header
2025-01-31 16:18:55,263 DEBUG   SenderThread:16103 [sender.py:send():369] send: run
2025-01-31 16:18:55,835 INFO    SenderThread:16103 [dir_watcher.py:__init__():211] watching files in: /home/ant/ssrl/ssrl/outputs/2025-01-31/16-18-52/wandb/run-20250131_161855-jy0immda/files
2025-01-31 16:18:55,835 INFO    SenderThread:16103 [sender.py:_start_run_threads():1100] run started: jy0immda with start time 1738329535.231823
2025-01-31 16:18:55,838 DEBUG   SenderThread:16103 [sender.py:send_request():396] send_request: summary_record
2025-01-31 16:18:55,838 INFO    SenderThread:16103 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2025-01-31 16:18:55,841 DEBUG   HandlerThread:16103 [handler.py:handle_request():144] handle_request: check_version
2025-01-31 16:18:55,841 DEBUG   SenderThread:16103 [sender.py:send_request():396] send_request: check_version
2025-01-31 16:18:56,157 DEBUG   HandlerThread:16103 [handler.py:handle_request():144] handle_request: run_start
2025-01-31 16:18:56,167 DEBUG   HandlerThread:16103 [system_info.py:__init__():31] System info init
2025-01-31 16:18:56,167 DEBUG   HandlerThread:16103 [system_info.py:__init__():46] System info init done
2025-01-31 16:18:56,167 INFO    HandlerThread:16103 [system_monitor.py:start():181] Starting system monitor
2025-01-31 16:18:56,167 INFO    SystemMonitor:16103 [system_monitor.py:_start():145] Starting system asset monitoring threads
2025-01-31 16:18:56,167 INFO    HandlerThread:16103 [system_monitor.py:probe():201] Collecting system info
2025-01-31 16:18:56,168 INFO    SystemMonitor:16103 [interfaces.py:start():190] Started cpu monitoring
2025-01-31 16:18:56,168 INFO    SystemMonitor:16103 [interfaces.py:start():190] Started disk monitoring
2025-01-31 16:18:56,168 INFO    SystemMonitor:16103 [interfaces.py:start():190] Started gpu monitoring
2025-01-31 16:18:56,169 INFO    SystemMonitor:16103 [interfaces.py:start():190] Started memory monitoring
2025-01-31 16:18:56,169 INFO    SystemMonitor:16103 [interfaces.py:start():190] Started network monitoring
2025-01-31 16:18:56,178 DEBUG   HandlerThread:16103 [system_info.py:probe():195] Probing system
2025-01-31 16:18:56,185 DEBUG   HandlerThread:16103 [system_info.py:_probe_git():180] Probing git
2025-01-31 16:18:56,196 DEBUG   HandlerThread:16103 [system_info.py:_probe_git():188] Probing git done
2025-01-31 16:18:56,197 DEBUG   HandlerThread:16103 [system_info.py:probe():240] Probing system done
2025-01-31 16:18:56,197 DEBUG   HandlerThread:16103 [system_monitor.py:probe():210] {'os': 'Linux-6.8.0-52-generic-x86_64-with-glibc2.39', 'python': '3.9.21', 'heartbeatAt': '2025-01-31T13:18:56.178671', 'startedAt': '2025-01-31T13:18:55.142546', 'docker': None, 'cuda': None, 'args': ('render_epoch_interval=1',), 'state': 'running', 'program': '/home/ant/ssrl/ssrl/scripts/aliengo_train.py', 'codePath': 'ssrl/scripts/aliengo_train.py', 'git': {'remote': 'https://github.com/CLeARoboticsLab/ssrl.git', 'commit': 'ecc430b16beba916a645e15f7911dae499bbdfe8'}, 'email': 'an.tsaritsin@gamil.com', 'root': '/home/ant/ssrl', 'host': 'hellmachine', 'username': 'ant', 'executable': '/home/ant/miniforge3/envs/ssrl/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2476.9989166666664, 'min': 400.0, 'max': 4603.0}, 'cpu_freq_per_core': [{'current': 3356.402, 'min': 400.0, 'max': 4603.0}, {'current': 400.0, 'min': 400.0, 'max': 4603.0}, {'current': 400.0, 'min': 400.0, 'max': 4603.0}, {'current': 1972.496, 'min': 400.0, 'max': 4603.0}, {'current': 4441.603, 'min': 400.0, 'max': 4603.0}, {'current': 4466.818, 'min': 400.0, 'max': 4603.0}, {'current': 3900.426, 'min': 400.0, 'max': 4603.0}, {'current': 400.0, 'min': 400.0, 'max': 4603.0}, {'current': 4437.041, 'min': 400.0, 'max': 4603.0}, {'current': 2738.822, 'min': 400.0, 'max': 4603.0}, {'current': 3209.413, 'min': 400.0, 'max': 4603.0}, {'current': 400.0, 'min': 400.0, 'max': 4603.0}], 'disk': {'total': 114.6000747680664, 'used': 86.52400588989258}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.831600189208984}}
2025-01-31 16:18:56,197 INFO    HandlerThread:16103 [system_monitor.py:probe():211] Finished collecting system info
2025-01-31 16:18:56,197 INFO    HandlerThread:16103 [system_monitor.py:probe():214] Publishing system info
2025-01-31 16:18:56,197 DEBUG   HandlerThread:16103 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2025-01-31 16:18:56,197 DEBUG   HandlerThread:16103 [system_info.py:_save_pip():67] Saving pip packages done
2025-01-31 16:18:56,197 DEBUG   HandlerThread:16103 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2025-01-31 16:18:56,837 INFO    Thread-12 :16103 [dir_watcher.py:_on_file_created():272] file/dir created: /home/ant/ssrl/ssrl/outputs/2025-01-31/16-18-52/wandb/run-20250131_161855-jy0immda/files/wandb-summary.json
2025-01-31 16:18:56,837 INFO    Thread-12 :16103 [dir_watcher.py:_on_file_created():272] file/dir created: /home/ant/ssrl/ssrl/outputs/2025-01-31/16-18-52/wandb/run-20250131_161855-jy0immda/files/requirements.txt
2025-01-31 16:18:56,837 INFO    Thread-12 :16103 [dir_watcher.py:_on_file_created():272] file/dir created: /home/ant/ssrl/ssrl/outputs/2025-01-31/16-18-52/wandb/run-20250131_161855-jy0immda/files/conda-environment.yaml
2025-01-31 16:18:57,464 DEBUG   HandlerThread:16103 [system_info.py:_save_conda():86] Saving conda packages done
2025-01-31 16:18:57,465 INFO    HandlerThread:16103 [system_monitor.py:probe():216] Finished publishing system info
2025-01-31 16:18:57,467 DEBUG   SenderThread:16103 [sender.py:send():369] send: files
2025-01-31 16:18:57,467 INFO    SenderThread:16103 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2025-01-31 16:18:57,472 DEBUG   HandlerThread:16103 [handler.py:handle_request():144] handle_request: stop_status
2025-01-31 16:18:57,472 DEBUG   SenderThread:16103 [sender.py:send_request():396] send_request: stop_status
2025-01-31 16:18:57,814 DEBUG   SenderThread:16103 [sender.py:send():369] send: telemetry
2025-01-31 16:18:57,836 INFO    Thread-12 :16103 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/ant/ssrl/ssrl/outputs/2025-01-31/16-18-52/wandb/run-20250131_161855-jy0immda/files/conda-environment.yaml
2025-01-31 16:18:57,836 INFO    Thread-12 :16103 [dir_watcher.py:_on_file_created():272] file/dir created: /home/ant/ssrl/ssrl/outputs/2025-01-31/16-18-52/wandb/run-20250131_161855-jy0immda/files/output.log
